price,category,beds,livings,wc,area,street_width,location.lat,location.lng,city,district,school_lat,school_lon,hospital_lat,hospital_lon,mall_lat,mall_lon,park_lat,park_lon,grocery_lat,grocery_lon,starbucks_lat,starbucks_lon,kitchen,distance_to_school,distance_to_hospital,distance_to_mall,distance_to_park,distance_to_grocery,distance_to_starbucks,Service_Center_Lat,Service_Center_Lon,Distance_to_Service_Center,district_encoded
1300000,3,4,5,5,460,15.0,24.73822,46.830952,الرياض,حي النسيم الشرقي,24.7273,46.832994,24.749248,46.832551,24.72528,46.814469,24.713108,46.814742,24.742119,46.840852,24.734208,46.697437,1,1231.6375849919846,1236.8437757414572,2200.3620846264,3236.9094108983795,1089.7453844167187,13491.339045288065,24.731411,46.8271216,850.2287108894561,0.0028067397738415
2250000,3,4,2,2,300,15.0,24.806579,46.790034,الرياض,حي اليرموك,24.80749,46.794576,24.810349,46.790832,24.766528,46.754593,24.797978,46.748148,24.80292,46.793144,24.734208,46.697437,1,469.5027757740242,426.87257352623584,5712.627210778905,4334.727551438942,513.8849279144832,12335.41751719756,24.797053,46.77625859999999,1747.9724581061412,0.0239112638425347
1040000,3,5,4,5,328,15.0,24.518717,46.745171,الرياض,حي بدر,24.556724,46.762908,24.528803,46.652714,24.630417,46.708421,24.547148,46.717688,24.570792,46.743012,24.693078,46.694869,1,4591.2527725773725,9420.312424622814,12964.521159314943,4209.895250347513,5794.592160732731,20043.90763138412,24.5667768,46.71694860000001,6058.668856376605,0.0604978364714243
1200000,3,7,3,5,250,15.0,24.599577,46.757092,الرياض,حي العزيزية,24.584421,46.771909,24.610019,46.728076,24.630417,46.708421,24.617548,46.754887,24.601251,46.753374,24.693078,46.694869,1,2254.890559194951,3154.90547008171,5997.316848098172,2010.6790964554868,419.4606629955543,12150.73118782846,24.6087312,46.7433334,1723.6450409906406,0.0078984535943361
1450000,3,7,4,5,350,15.0,24.528652,46.636257,الرياض,حي الحزم,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3381.115636799012,1664.8738676376051,13464.568360498044,3113.4514534806544,2220.1630413358253,16149.395897453462,24.546364200000003,46.6631392,3357.53909645414,0.0227327929759537
2800000,3,1,1,2,318,18.0,24.906041,46.627988,الرياض,حي النرجس,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.85888,46.646846,24.85843,46.593574,1,9171.54652632102,6308.19642332004,17306.753309206135,16496.091663952506,5578.4238165266925,6330.756599649817,24.8183914,46.6568396,10171.584638780225,0.0719496945871303
2250000,3,7,1,5,372,15.0,24.815113,46.83836,الرياض,حي القادسية,24.8153,46.8132,24.797495,46.851917,24.766528,46.754593,24.758986,46.773294,24.798963,46.81444,24.734208,46.697437,1,2539.430285297588,2389.615846107603,10034.510272957525,9060.643735468446,3008.985628209681,16833.290990864247,24.7874544,46.8014888,4828.052955799381,0.0188735257869216
1400000,3,4,2,3,500,15.0,24.915733,46.430832,الرياض,حي القيروان,24.772258,46.56244,24.862902,46.587374,24.781753,46.73123,24.988064,46.214092,24.863408,46.589112,24.85843,46.593574,1,20757.503093914176,16847.369606388787,33773.68332805856,23284.103243127163,16992.40614818256,17608.912196452216,24.853677,46.5368496,12727.077957367515,0.0098145932476318
1500000,3,4,3,5,375,18.0,24.552089,46.526842,الرياض,حي طويق,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.564435,46.501362,24.55148,46.513728,24.673405,46.623254,1,3893.339522816188,1768.3290036728963,20320.54494832573,2919.8080396460955,1328.0953222895569,16642.318361466765,24.579074400000003,46.5592718,4445.203145093735,0.113151195113394
1850000,3,5,4,5,375,15.0,24.820602,46.833687,الرياض,حي القادسية,24.8153,46.8132,24.797495,46.851917,24.766528,46.754593,24.797978,46.748148,24.807883,46.80726,24.734208,46.697437,1,2150.0715658550603,3160.275823720955,9995.017535098144,8992.72263679217,3019.004561964202,16778.0546508138,24.7970368,46.7950236,4700.529789544977,0.0188735257869216
1300000,3,4,2,5,300,15.0,24.554214,46.527824,الرياض,حي طويق,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.564435,46.501362,24.55148,46.513728,24.673405,46.623254,1,3645.335241174808,1544.5331277476512,20130.14640767904,2907.5685794403344,1457.7289710430937,16392.705690558432,24.579074400000003,46.5592718,4213.777057924912,0.113151195113394
2500000,3,6,3,5,300,18.0,24.844299,46.755524,الرياض,حي المونسية,24.810615,46.759733,24.805567,46.763133,24.781753,46.73123,24.797978,46.748148,24.830391,46.747188,24.734208,46.697437,1,3769.4984529508647,4374.724305145966,7374.377389683946,5204.175645627806,1760.4687872825468,13573.511919132765,24.8052608,46.7498864,4377.976416665142,0.0488750551002599
2200000,3,4,2,3,386,15.0,24.805998,46.84203,الرياض,حي المعيزلة,24.8153,46.8132,24.797495,46.851917,24.72528,46.814469,24.758986,46.773294,24.798963,46.81444,24.734208,46.697437,1,3088.2227246505727,1374.7438570990294,9396.92872422232,8687.883535964795,2892.6655085579373,16638.7282556997,24.7792048,46.813464,4146.247210429379,0.003238545892894
1200000,3,5,3,5,250,18.0,24.561316,46.575487,الرياض,حي طويق,24.579018,46.551464,24.560014,46.585046,24.630417,46.708421,24.587748,46.559833,24.566812,46.550478,24.673405,46.623254,1,3126.706477244671,977.5222308518178,15481.703460071249,3338.286732702884,2601.9822747902467,13366.403992042397,24.5848018,46.5910484,3048.9778332684123,0.113151195113394
3000000,3,4,3,3,377,12.0,24.805508,46.664946,الرياض,حي الربيع,24.802622,46.67171,24.828733,46.692132,24.781753,46.73123,24.762764,46.670383,24.80849,46.669194,24.743234,46.655646,1,754.3956205516888,3767.978292229021,7193.577657473494,4784.504338661348,542.0250534096452,6987.920809982831,24.7968724,46.68692980000001,2417.8793658810387,0.0047228794271372
1300000,3,7,2,5,600,10.0,24.572041,46.653435,الرياض,حي الزهرة,24.581101,46.662842,24.585927,46.679846,24.630417,46.708421,24.576579,46.645154,24.578378,46.66387,24.673405,46.623254,1,1385.5616947979283,3084.8905235841758,8546.278571939989,977.6831690342294,1268.855751283122,11676.754463075344,24.5904804,46.6720266,2781.757158878048,0.0041651298566943
460000,6,2,2,2,136,30.0,24.638822,46.554243,الرياض,حي ظهرة لبن,24.651663,46.573603,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.63857,46.559181,24.673405,46.623254,1,2422.2278798106777,8622.330982033205,15611.456786138117,224.67761996467044,499.8753728336244,7963.973327217531,24.6239576,46.5871428,3713.5274827886815,0.0361187826665827
2500000,3,5,1,3,312,15.0,24.779354,46.625568,الرياض,حي العقيق,24.796294,46.637573,24.770333,46.604659,24.781753,46.73123,24.746893,46.64959,24.785256,46.633935,24.743234,46.655646,1,2239.82703536472,2337.1900486434047,10670.555366488656,4348.742911448451,1069.668453737827,5035.344210661188,24.7761058,46.65139739999999,2632.588497136192,0.0059823139410404
2250000,3,4,3,4,270,20.0,24.888579,46.606835,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.863408,46.589112,24.85843,46.593574,1,8155.24499073353,3464.9725129797625,17282.19229669459,15389.905945353905,3321.179964472509,3609.477995612933,24.819297,46.64529280000001,8625.831846659352,0.072246561293979
1700000,3,4,3,1,375,12.0,24.720533,46.829531,الرياض,حي النسيم الغربي,24.7273,46.832994,24.749248,46.832551,24.72528,46.814469,24.713108,46.814742,24.703524,46.831735,24.734208,46.697437,1,829.7766980301025,3207.496377718853,1610.276125875678,1706.7823834812675,1904.3725027823104,13427.775245748058,24.723692000000003,46.825298200000006,553.3236126168567,0.0070528332778582
900000,3,3,1,3,290,20.0,24.565049,46.701314,الرياض,حي الشفا,24.56785,46.702449,24.585927,46.679846,24.630417,46.708421,24.568611,46.69925,24.585049,46.696174,24.693078,46.694869,1,331.93428212322164,3178.4058035072,7304.02021639187,447.7108107401083,2283.8313536647497,14251.072869568254,24.5875708,46.697228,2538.1662765880874,0.0099315407382085
1800000,3,7,2,5,300,20.0,24.932364,46.809864,الرياض,حي الرمال,24.8153,46.8132,24.810349,46.790832,24.781753,46.73123,24.797978,46.748148,24.896639,46.908039,24.85843,46.593574,1,13021.272516095887,13702.628313176436,18531.357583939476,16188.325884789296,10667.844361793388,23313.16858568153,24.8204038,46.798289800000006,12504.03783694052,0.0687741204199314
3200000,3,5,2,5,625,15.0,24.781874,46.714641,الرياض,حي الازدهار,24.783307,46.707717,24.788008,46.697308,24.781753,46.73123,24.766622,46.705068,24.789333,46.701617,24.734208,46.697437,1,716.9398178592692,1878.045069423949,1674.7973609863584,1952.01302300804,1554.5430569464672,5577.637490362448,24.7818046,46.708588,611.1295118540392,0.0032115580104533
1800000,3,7,2,5,345,19.0,24.826386,46.789162,الرياض,حي المونسية,24.80749,46.794576,24.810349,46.790832,24.766528,46.754593,24.797978,46.748148,24.819684,46.772492,24.734208,46.697437,1,2171.026662055186,1791.1804954830131,7515.165621509541,5207.120756646522,1840.028458305777,13813.342523343446,24.8004058,46.7721282,3361.73065811679,0.0488750551002599
3750000,3,7,2,5,420,20.0,24.825689,46.583416,الرياض,حي القيروان,24.772258,46.56244,24.862902,46.587374,24.781753,46.73123,24.738795,46.573269,24.801715,46.603326,24.85843,46.593574,1,6307.2698840641015,4157.125603740627,15699.43069790333,9716.32317384872,3338.338560768321,3782.174032418697,24.7914846,46.6115278,4745.149288230372,0.0098145932476318
1400000,3,5,1,3,298,16.0,24.852594,46.841592,الرياض,حي الرمال,24.8153,46.8132,24.80805,46.862444,24.766528,46.754593,24.797978,46.748148,24.807883,46.80726,24.734208,46.697437,1,5040.403459552158,5381.534310156965,12988.195091437765,11216.631731890218,6059.774204655331,19622.53970990565,24.799147800000004,46.797129,7446.697128005211,0.0687741204199314
3700000,3,4,2,4,675,20.0,24.783439,46.68523,الرياض,حي الوادي,24.802781,46.690582,24.788008,46.697308,24.781753,46.73123,24.766622,46.705068,24.78238,46.684338,24.743234,46.655646,1,2217.5510315886645,1320.9083167756007,4647.685616521067,2740.109558579997,148.24150186930677,5376.704478917808,24.7843088,46.7017052,1666.0367202165492,0.0051726774678169
3450000,3,5,1,4,375,15.0,24.837399,46.679421,الرياض,حي النرجس,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.797978,46.748148,24.839917,46.672492,24.85843,46.593574,1,3395.056349959717,1604.336969911492,8101.261550324004,8205.303611587953,753.1732110443545,8972.188091848537,24.8148078,46.698473400000005,3163.4225631887866,0.0719496945871303
1500000,3,5,2,5,275,20.0,24.651276,46.503986,الرياض,حي المهدية,24.651663,46.573603,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,7035.682652892906,10546.04956511866,20791.89904246917,5333.308110486146,5110.6890737082895,12300.892849880967,24.6259452,46.5861994,8773.81505552977,0.0730561977672025
1180000,3,6,3,5,300,10.0,24.541944,46.658605,الرياض,حي الحزم,24.576836,46.668709,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,4012.127958563273,1578.0497056945655,11052.3038077384,827.3371327581125,649.8402614479467,15048.3349567972,24.5620484,46.67033560000001,2530.839555905181,0.0227327929759537
1250000,3,3,2,4,345,15.0,24.540543,46.826841,الرياض,حي طيبة,24.575225,46.780452,24.563162,46.841807,24.630417,46.708421,24.547148,46.717688,24.569056,46.838061,24.693078,46.694869,1,6073.185629427054,2935.4809108337904,15596.341889469571,11064.982526255955,3367.4618101577694,21579.13159645257,24.5770016,46.7772858,6446.173724588278,0.0085551587337285
1350000,3,5,2,5,250,15.0,24.923975,46.825244,الرياض,حي الرمال,24.8153,46.8132,24.810349,46.790832,24.781753,46.73123,24.797978,46.748148,24.896639,46.908039,24.85843,46.593574,1,12145.040353406272,13102.9193538635,18441.080517864244,16024.597521916749,8885.95013933723,24477.81295142681,24.8204038,46.798289800000006,11833.25036933471,0.0687741204199314
1380000,3,5,2,5,320,20.0,24.563139,46.514796,الرياض,حي طويق,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.564435,46.501362,24.55148,46.513728,24.673405,46.623254,1,3181.221701285687,2572.035712591939,20957.165109886577,1366.2244721092957,1300.9135882250462,16448.000759736784,24.579074400000003,46.5592718,4834.108762214435,0.113151195113394
1050000,3,5,3,5,200,20.0,24.607989,46.464105,الرياض,حي ظهرة لبن,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.566204,46.501541,24.55148,46.513728,24.673405,46.623254,1,7321.783301220907,9219.11950301441,24822.743880062066,5993.005848425203,8041.20946824092,17653.353793632043,24.5794282,46.5593076,10136.068580016832,0.0361187826665827
3500000,3,4,2,5,300,25.0,24.862126,46.641546,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.85888,46.646846,24.85843,46.593574,1,4113.018486577668,5466.056301994387,12719.82783114086,11425.480178388283,645.139037789844,4857.366416376667,24.8183914,46.6568396,5102.057568637977,0.072246561293979
900000,3,5,3,4,350,18.0,24.552157,46.800612,الرياض,حي طيبة,24.575225,46.780452,24.563162,46.841807,24.630417,46.708421,24.547148,46.717688,24.572295,46.780832,24.693078,46.694869,1,3276.617921494912,4342.313909126686,12752.057918035973,8405.661928103433,3002.640380915825,18968.20760966756,24.577649399999995,46.76584,4516.747754957637,0.0085551587337285
3600000,3,7,3,5,900,20.0,24.620108,46.547661,الرياض,حي ظهرة لبن,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.63857,46.559181,24.673405,46.623254,1,4013.0004965379626,6467.94256601907,16290.326575582549,1973.7257081953096,2360.129101167397,9668.914603285575,24.6109658,46.5789492,3322.269339340205,0.0361187826665827
980000,3,5,3,5,322,25.0,24.512629,46.667735,الرياض,حي عكاظ,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3878.692843784862,2354.512465441153,13728.467204740797,2804.0499871501606,2881.684518679412,18434.49522061686,24.546364200000003,46.6631392,3779.882806330798,0.0337618409334209
2000000,3,3,2,2,360,20.0,24.814608,46.833027,الرياض,حي القادسية,24.8153,46.8132,24.797495,46.851917,24.766528,46.754593,24.758986,46.773294,24.798963,46.81444,24.734208,46.697437,1,2002.579758098492,2693.7578680075094,9553.698948873534,8637.995331157761,2558.5183399431244,16349.987251712188,24.7874544,46.8014888,4387.569485619797,0.0188735257869216
950000,6,4,2,4,258,30.0,24.629932,46.535229,الرياض,حي ظهرة لبن,24.651663,46.573603,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.63857,46.559181,24.673405,46.623254,1,4569.591773001557,7533.204898604938,17505.991711108658,2073.0846547955143,2604.5203407834783,10124.412618685052,24.6239576,46.5871428,5289.365262482492,0.0361187826665827
2400000,3,5,1,5,260,15.0,24.874776,46.659834,الرياض,حي النرجس,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.797978,46.748148,24.85888,46.646846,24.85843,46.593574,1,5582.921334213322,6068.907331210385,12605.756020424988,12342.787285666727,2200.260672013534,6927.402689387609,24.8186004,46.6933442,7102.880135494012,0.0719496945871303
2200000,3,5,2,5,600,20.0,24.769861,46.766023,الرياض,حي الملك فيصل,24.773835,46.755173,24.77389,46.784926,24.766528,46.754593,24.765712,46.762167,24.768096,46.757592,24.734208,46.697437,1,1181.218342077654,1960.3834826617583,1212.0926456953237,603.6696068798843,873.5715199330403,7980.158153105946,24.769612200000005,46.7628902,317.51031198409254,0.003571396442997
